metabolite_name	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
TG 56:9; [M+NH4]+@9.87	52143.05938	68774.7562	41026.2045	29051.51504	35956.93497	31903.70261	35729.76827	37908.50997	58890.22614	25227.44227	32182.63772	51825.91034	88422.97376	85835.11295	35986.98547	60047.1137	50090.42305	42527.70749	76519.93682	152315.8608	35214.74967	12383.53707	55735.25043	40772.74949	54129.89594	15499.47798	111010.8579	81850.86128	118341.5658	51130.21185	30161.95187	39788.87772	33845.13665	25445.91691	19584.94876	76634.28234	58244.72805	20930.92238	63370.29043	32390.34209	6702.082784	14081.96734	2921.719253	157597.8903	33713.00201	60101.49039	99594.44972	4027.418817	33935.3632	39310.32562	26971.21672	12974.00265	349949.078	46053.8137	131843.4508	96844.61733	23170.67062	28198.68128	24536.09709	68635.07863	15550.5334	25026.41861	32741.50622	62948.44751	16949.596	40579.33273	213665.1222	87988.42742	53539.60181	53990.61421	103018.7037	45028.88671	31814.91053	25375.99947	23139.34841	21306.3254	76689.38732	97756.02778	35500.98868	105936.7153	197399.7178	84211.97034	239567.986	124604.6661	132765.2875	75953.5116	180591.1151	17286.44992	79238.62563	45222.21054	68656.84647	27662.82569	11109.26697	42290.9546	60772.22601	31206.16374	16361.06129	176606.5899	148064.883	229890.258
TG 57:1; [M+NH4]+@11.53	105.4243896	6343.34386	1542.635042	3347.313414	477.6973765	6337.076513	2892.390615	8868.881191	217.9091446	2351.412727	20038.21327	2171.365685	5348.619751	2202.873539	4175.012129	2130.663085	9122.616725	2324.812615	415.9833291	182.5258759	13559.3022	5134.312343		8764.039326	3707.350105	2039.319388	8002.957981	10.12456894	18029.31183	5256.305696	10043.26396	18464.93816		2818.447238	9238.240534	5641.813617	4336.752199	6412.62406	23814.91426	3658.74436	159.4717694	2669.14812	942.6707088	338.8595672	2762.237317	3221.959723		166.7308346	12487.85796	1171.017808	9050.948221	7377.118836	3499.88705		16406.20413	3919.914518	3997.248196	6760.500166	7076.501724	1871.229819	9028.968631	1768.650737	1088.450977	6236.66011		290.8232078	6905.392311	4388.094861	10405.43736	6836.033739	5003.700191	6139.367489	8791.325416	7723.449309	8859.569001	963.6750927	3078.711996	1928.206033	139.2243028	65.19186592	3067.403662	14197.29893	2400.936966	1530.558009	7222.68018	16971.61107	9297.496727	2618.50446	8266.227832	2663.334006	3014.562887	10424.96497	2273.909584	8000.130599	22353.1124	15262.62152	222.2818518	8959.481777	7478.965616	873.6445479
TG 57:2; [M+NH4]+@11.29	4825.303044	2726.948116	4477.848661	7057.253809	5637.825479	7240.334019	7303.796533	3751.399422	13520.46417	11414.83625	9859.589473	7168.036032	11362.59322	9208.041681	7312.167895	10191.06143	10945.05366	1767.219976	14181.01926	3137.481986	11846.65718	10002.32131	7216.849203	16457.04485	2716.493795	2900.701083	8373.288423	8980.345596	13316.75977	2916.71882	7720.645988	10287.74911	10967.06733	6879.810587	8073.170151	14124.18859	4496.078416	8214.278359	18861.30416	9135.770289	2866.769308	5412.005052	6373.431172	11856.61492	8364.661815	7241.176205	8054.76486	10681.09502	12149.611	7171.301901	7550.107667	10435.39719	6282.300328	3917.570726	10768.15158	4869.390765	13164.56696	10486.14868	8400.496823	7315.523144	5513.016076	8549.071533	3254.068083	9822.311694	4524.678557	14196.8544	12055.95063	6290.102514	7344.741071	8423.327269	7385.593574	10550.19454	15926.67783	26452.24946	7040.480242	4681.905325	7538.373195	1412.360524	12290.15064	3763.869805	4828.83366	9032.245436	9695.206655	11055.81804	8373.99854	22636.78599	18109.98183	8011.255195	12248.89305	8519.874186	9697.079973	8250.583095	6136.442567	12987.31053	12659.49262	8262.093672	5265.391561	22063.91164	20363.28899	4464.596441
TG 58:0; [M+NH4]+@11.89	1017.496756	847.9687443	774.7303109	415.0764773	716.8178217	2635.110301	860.1059125	527.4963137	1212.730035	514.5454689	5852.742767	1672.247433	2246.655141	1825.345975	806.0827531	452.1878283	742.6563077	363.7542265	1027.874646	988.4374942	3558.692505	1075.316961	409.3897214	6288.839998	254.6335493	307.9989474	3453.258206	279.4426469	1139.813263	750.9009685	4310.66355	2945.915888	2006.116075	441.7975382	2720.869447	2805.271564	1465.1558	1042.784818	7053.791853	1035.410467	690.6188565	455.671126	207.2692111	1015.240643	1650.577792	360.3678858	655.7124909	979.2570268	3334.517896	919.148639	2253.106378	908.7741543	2527.466527	819.1225771	4690.775599	1750.968673	921.0349621	1801.272559	987.2609823	550.3060183	3534.887815	347.2251202	144.4600205	1302.197272	3492.055839	1407.375177	1995.367001	2442.086931	2736.213421	1398.055918	953.6672012	737.5403755	3133.594824	17526.77473	984.4481696	487.2085611	1007.954919	332.5365268	1706.50715	454.9349113	1798.999183	88.54140367	731.4629521	2112.650334	1259.808512	3981.967529	1116.924284	387.5894743	913.7895567	1250.866189	618.2794524	1537.451629	385.9906393	1647.686501	3882.495796	2382.16417	251.5451244	2156.946121	575.0759519	330.1074217
TG 58:1; [M+NH4]+@11.66	2250.678122	2725.609279	1201.21201	3811.542575	1397.113465	7618.640322	2847.39786	1631.87988	10557.62933	5714.534907	26978.04679	9737.784899	14489.63438	4443.55395	3444.317367	2522.260403	1424.076701	2361.60389	5137.124454	2020.078851	21694.8386	2937.617251	2750.719578	44105.76986	1265.953724	959.0413369	14867.32422	4489.607519	9702.684745	1336.653831	13363.8282	27730.94926	5420.809393	7238.650485	14201.66848	12510.16219	3693.386078	5939.86699	22954.88103	5851.403415	2912.682797	2210.870425	1505.265801	3530.088615	3529.626168	2196.612147	2657.768567	2102.536711	9794.709064	4944.883847	11490.33958	3903.070008	12152.13621	2440.055935	25951.94227	12840.16108	6485.993763	8637.952186	7713.061077	3003.551044	22006.6792	2130.39893	3895.316001	7640.206083	10235.83021	5951.512347	5260.79777	4488.859335	14781.48489	6004.773969	4409.545225	7498.957077	6137.996911	151396.4923	5887.225733	4167.768617	4448.24736	1534.091692	6558.694938	1351.546891	4011.593334	2416.952105	8240.959683	5347.569589	4659.298858	24394.62669	8087.509644	3731.492937	4484.194345	6873.268333	2523.415827	4391.937064	2054.103183	9550.523081	20541.44058	10346.66797	1668.697359	12103.43289	5709.371908	2262.715678
TG 58:10; [M+NH4]+@10.02	45568.56333	36327.77503	33635.35656	27376.07665	21248.46071	20143.37812	18779.8672	26135.8151	45503.4793	22159.3773	30808.51724	47341.9747	61286.30741	65284.5437	34215.78199	30880.14942	51754.87447	21336.83201	63876.75555	81064.78081	31619.75842	13379.02441	31371.78144	16038.61564	31960.50158	6972.78071	46069.44187	37530.03351	78522.19872	25419.3647	7755.085136	15625.01744	17216.61455	13258.12974	11317.46193	53398.68528	43955.63493	16627.59459	41653.80709	17563.04167	1828.368885	5387.84128	600.1585703	124044.3598	25584.1381	37161.47123	69728.49369	3052.213717	29381.0182	20948.1328	19145.66824	4724.616387	195166.8474	14507.60512	76161.67521	34137.56244	431.5319763	6231.386009	14992.87797	36854.5234	8862.718092	12970.68774	26632.81743	33593.45409	9693.473084	20481.13484	149582.9643	59334.92604	42471.24341	28860.72272	84418.91092	25394.09941	14445.54669	20199.12741	8328.886427	9027.951579	68328.94622	54267.36634	10395.92496	75864.79271	115962.4989	67687.42966	103000.8581	82813.13462	109706.2118	25696.6178	130952.8891	2672.031699	40360.74364	24920.729	38733.82772	16626.76164	4700.915897	27656.04139	25728.75508	27938.36285	1527.31136	108150.3451	87954.98586	175227.8992
TG 58:11; [M+NH4]+@9.86	19005.60501	14299.43504	12228.12784	6224.189664	3316.933981	4051.353175	5730.97912	5633.968675	10489.68969	7917.569551	5025.745948	10997.1464	52028.83078	19485.39178	5273.109877	12736.33469	12671.99608	6417.222104	22663.93939	40183.42897	7905.316378		11129.61876	8331.944993	12234.16916	1957.440463	20267.15708	15377.19273	24033.99462	11290.83048	3074.790408	7744.348802	4326.724803	3299.004014	2866.653208	10148.29185	13292.23731	4836.004712	11732.18177		613.0103459	2734.477347	1480.911884	37040.52351	6325.620002	11817.27361	22026.33427	1973.542601	7840.360617	9104.97811	4934.251463	1791.713966	95253.84096	4094.827714	24712.16557	14282.78972	7103.045678	2899.470025	5955.428858	13440.08847	1304.783204	3428.066521	7000.128947	12740.23047	3321.024791	7483.08542	50219.72584	15883.1906	12857.88776	13189.85384	23659.05122	6565.623773	3848.852695	3799.505974	907.1587804	3990.212332	22185.3953	18625.67776	5659.451142	25001.87522	81340.5797	24688.7079	51008.34485	21612.59089	29556.42313	9286.450261	35461.63874	2212.720823	11894.47962	5854.261774	12570.31312	2903.777009	2268.88025	9211.424458	8694.557086	5834.823906	2349.485019	20462.30333	30781.36768	52474.35866
TG 58:2; [M+NH4]+@11.40	4283.967129	9741.362107	4922.536797	8866.115375	6591.784872	15874.62365	5257.439408	3650.529723	25603.21289	9002.764254	46821.3836	18042.54032	47030.77593	17009.73005	17854.28322	4853.125334	4084.445757	1784.743836	15108.29898	6166.820265	49639.80194	7675.850572	8426.926787	86148.14747	3355.766015	3265.058937	33442.39491	6561.17719	24021.18149	3650.921427	29273.46006	79232.45751	17085.14458	21233.65473	26465.81996	52415.06334	7926.300777	12539.63705	37839.35304	13226.94111	8341.03598	5307.743899	3219.436082	19939.47715	9390.668779	5712.654987	9097.174989	5953.352173	13576.80456	16058.54321	26326.64582	7803.094275	36472.92081	9464.087531	55709.68481	55179.95136	18313.70339	12411.9577	17268.73295	4470.685103	83206.35623	6969.913991	11858.62768	18281.35133	17157.42837	10221.18395	20162.18333	13865.51305	29535.26024	16332.2136	12157.66114	21549.9271	27068.26547	523690.2837	18960.99733	8089.516121	10307.31025	5781.499881	10523.64414	4494.826764	17100.45902	9965.684441	14113.68519	10239.44793	16017.65219	76241.11151	13484.44161	5852.437935	12750.51801	9761.17541	7834.914264	7907.030003	7219.110955	12424.81483	40954.94753	32353.75602	4981.940539	25284.117	22458.60446	6364.910844
TG 58:3; [M+NH4]+@11.14	3696.629225	11117.23463	5581.901157	7225.520392	6750.38166	10571.26132	3930.703789	4798.437827	19164.57948	9387.323183	22208.64045	18767.09008	49990.72455	15268.68585	16256.98961	10626.6074	5674.721643	2272.703278	10571.41257	5625.568109	29236.25114	8818.541607	6067.773739	90461.97016	7479.721805	6062.240363	30120.2431	9018.910182	14512.05267	4236.447964	23176.14519	50361.8743	18970.00028	27173.19114	11878.29893	50060.71403	5236.80249	7905.689211	33422.05949	11093.78837	10534.50887	4325.893832	4094.975306	22132.59976	15789.22128	8908.291727	5413.716646	7846.957045	9775.476477	14276.12386	18039.20539	8054.016317	31002.80759	4878.01713	66694.23702	58473.00574	16794.01905	11515.44494	15659.42772	6478.244859	60246.02698	8879.573485	11308.23909	17334.64591	7327.766965	10274.2239	21533.40066	18813.72534	21499.96483	16525.69452	20538.02238	31014.65281	25938.90501	276988.7421	13866.77186	18116.68676	16542.92329	6717.522161	8633.738029	5477.681831	21136.19094	11285.30068	12062.07151	16079.2384	15126.5896	69189.25024	19337.86991	6831.538636	14925.87422	18811.62332	9249.520624	10409.9124	8051.770436	12667.48254	24326.86961	26599.92244	6708.898344	23207.56571	23359.37443	9593.037295
TG 58:4; [M+NH4]+@10.97	9771.016177	5979.770179	9764.412689	6036.741871	13267.22298	6988.383837	6402.341585	5872.463462	7931.416672	11125.48913	10929.63459	14416.43541	12569.30251	10674.83874	17010.99082	6582.761539	5596.466278	3202.86753	4778.84772		6491.361836	6018.85133	3995.231162	25290.6934	5371.24457	2916.04209	13059.1565	6127.882576	13340.69558	3134.649859	10041.10179	14151.27277	15090.00223	13865.25942	1791.568846	27614.98292	5343.555781	633.1943163	15856.65677		3510.110738	4918.141976	4589.3606	10130.38842	9814.953785	7182.335614	3845.784418	3526.73768	5139.861848	8264.459255	8090.505216	8509.540357	19502.96438	5936.185159	31561.06926	23495.50455	6902.235723	7588.953949	8499.012798		5851.089941	9062.525168	6376.78021	18301.30517		7557.274845	27605.18046	11986.39585	7546.76167	9683.68798	13747.45092	15528.04779	17337.43566	32973.27984	5028.634093	4329.21246	13470.22265		18831.11964	11301.76197	11527.87842	11156.4718	9352.309231	19909.28726	9099.512212	23738.22804	12528.88866	6054.67728	14943.99527	9068.042329	9048.761053	6453.91689	18875.02664	13278.96607	10168.2933	16054.97132	4179.898183	20788.65127	13741.59027	12051.27817
TG 58:5; [M+NH4]+@10.88	2932.821153	7059.448136	8252.573873	4660.440795		6665.373092	5979.002751	9303.98273	14187.70198	6253.26477	11472.80929	11810.13663	16171.9065	9181.99572	12787.12596	7789.557202	15861.24455	5978.476896	7756.334512	4116.580171	12554.67098	4671.659231	12352.22648	17926.13604	6556.630614	3732.43593	14396.12925	8900.915136	11242.24381	7032.958761	9216.221735	9597.35265	1819.135652	7204.067693	5661.007342	26785.61558	11448.21572	7604.057284	18574.94571	1773.876766	2696.005289	1457.313907	406.3016551	14807.70886	10959.96292	3941.350081	19298.70391	2586.781403	17591.41679	5064.25054	18435.73267	8442.513796	23033.3259	4399.274764	27608.23954	21029.21877	7704.745903	6526.401979	23593.34138	5849.633845	6078.188437	9346.721864		9712.896198		5719.403757	31583.35382	12521.15145	21717.53921	20939.04929	15362.77149	20363.69124	11991.82217	14096.51289		9695.007866	9159.105018	7736.532608	5161.596004	10063.08159	3511.687704	14588.69727		14639.73838	14419.70511	18029.54979	21131.02645	4802.584388	29701.35995	12984.5965	12968.76917	11722.42626	17153.7501	12883.04483	14186.51876	15327.22316	4064.291874	46960.76957	18448.93102	19825.54619
TG 58:6; [M+NH4]+@10.67	5870.873532	16311.75624	19475.80957	16426.07984	14057.79616	10520.82237	18701.96322	17405.94386	24486.72213	18013.85061	22336.70574	33391.2182	30758.17866	22237.85995	34966.98926	13204.43431	19783.79066	14294.05593	27794.27199	17360.89925	18332.24871	11948.21777	26149.1639	27650.60437	10925.59302	5061.762002	20445.31989	21992.7843	19985.3684	6631.587349	9178.331725	12786.65325	19117.54028	11195.2524	10259.28585	44389.30496	23025.23306	9291.597513	29049.45856	7804.941995	13117.45057	6675.115161	1181.680828	36673.65423	27243.26945	13922.83242	23983.08308	5921.597508	16935.67919	21103.55226	32305.92503	7708.33103	56717.89863	10496.89254	28461.84639	30307.78373	7822.521036	11174.03153	25082.29883	26148.83847	10803.25546	24900.18732	11509.97426	27576.94867	8891.379691	21351.96728	37477.16566	40925.67948	24439.40252	20326.78084	23175.91787	20374.78106	12673.1445	28222.15076	26859.63822	9407.075945	23424.6534	20095.08255	1483.51634	22230.29817	22801.69757	30144.7988	28042.37217	49783.55882	42651.85117	35714.48483	37278.81152	7320.994865	39485.32689	25980.85966	41938.05611	30919.25499	14365.34352	21624.08266	28127.61212	24370.3155	4746.292243	71923.72761	48663.56523	35435.81694
TG 58:7; [M+NH4]+@10.61	27135.01102	37817.49579	31709.13814	31031.97081	40937.83768	22918.41202	43756.91618	37152.17843	49515.13751	29235.57075	28549.99473	44869.22229	55458.24725	48490.8827	62551.67593	43811.01939	69424.45869	19569.30092	44139.90211	51063.01641	36619.21612	21828.18733	47064.80247	31414.45858	26188.83956	10329.54622	39723.03547	46735.32799	45817.43747	17763.23386	21959.29447	19704.35312	24219.92445	12766.63099	20860.88346	58464.7609	54984.07186	24681.90596	60331.0065	8353.551099	7086.275388	8211.895281	1547.09347	67926.03313	35651.96706	37627.99807	56014.20381	14623.62107	32882.70984	25671.25403	56363.10475	10873.04677	142851.1061	11387.98804	68935.44648	68466.74632	18789.58202	18992.97274	40942.07243	46549.98522	26036.3858	37371.03417	35225.28481	39275.20621	8291.428368	33740.1668	105655.8679	56423.94862	39947.83063	47820.75546	59055.67437	58674.08531	22376.96841	49503.35995	29484.15187	23484.04996	67037.48603	41531.54834	12832.32063	49210.46138	70948.42125	74116.1007	87530.67539	98784.74014	87626.34575	56053.33329	88180.29256	15886.90567	55058.39815	35926.51495	69287.89747	45613.64894	15794.36991	53427.05735	61061.94989	63415.21216	10718.37702	100000.5146	91771.20848	93825.04301
TG 58:8; [M+NH4]+@10.40	58964.38707	55910.37185	44554.49637	49300.73877	37164.28558	27966.5461	55748.16026	65163.87094	64765.69146	54343.75547	33100.68821	72722.11108	92508.42353	100652.8167	60848.62752	54773.29011	77436.88161	32796.60654	81809.45394	84946.00814	51838.6395	36880.84944	61484.40656	40644.79534	35986.34767	10698.59748	46615.27287	78620.05799	75471.82534	34975.03905	27842.5068	29004.13178	37795.23987	18067.53407	17366.3491	84885.73132	79580.74883	22773.72646	50094.95347	11241.5153	9086.202085	6776.127113	3635.178286	150036.7221	56539.15622	44124.98509	98161.83551	7453.040446	53614.83195	34156.0441	72964.9971	10724.05557	222741.6116	20163.91327	99062.43388	65893.76612	17337.62149	13494.16874	38318.4511	51188.16978	37035.69915	37797.95315	41824.84891	57106.35651	8009.751491	48108.04666	145047.2233	67361.18541	71355.83867	42527.91892	131983.1723	58692.29516	29676.41998	75344.67656	24732.92719	18299.9469	111911.404	55667.47849	18187.01502	87865.33499	172395.961	99128.27323	120123.7037	156719.4605	128895.6188	59237.50991	114607.635	10376.21106	78314.87156	34424.05788	80692.46962	37400.26899	16493.21422	69224.62353	65404.75824	65023.2726	9605.880619	138025.712	139264.1321	175590.8026
TG 58:9; [M+NH4]+@10.20	66165.90106	44333.19926	43317.69609	42129.66211	32903.28227	23592.36449	37873.38499	35301.40315	89563.72411	41406.67817	33362.42069	48199.09151	76123.8512	95127.44788	37900.18871	47249.88924	79225.23806	32710.08005	88491.86468	105697.3396	54873.42771	21004.06997	61064.9661	33171.40119	39440.77691	14652.32326	65231.35769	58053.71176	99639.46405	41766.45445	18652.13257	28061.36813	26769.29828	17913.05767	17235.7357	86460.96472	77701.70346	26253.58649	62016.00223	22883.87943	7995.440859	12059.00651	899.0006171	176565.9975	36693.24172	51279.20184	87160.36999	4037.01169	40156.99783	30980.66496	41012.35586	12289.34119	248986.3756	28390.46885	86465.44223	39802.40126	13270.80104	11517.79902	32442.56931	55892.12595	22430.43397	33676.81383	44051.77129	47091.55845	11984.11019	45558.16051	181400.1175	86881.88777	62625.15898	46636.48731	128459.8453	38724.09318	22854.99113	67001.404	18682.93884	10456.37194	107739.4478	63502.83491	16298.76647	103638.448	186951.2201	93452.88175	130709.6555	133634.1735	141186.4284	55474.28619	145068.9941	5233.265375	79759.27002	40547.76539	62925.53759	27857.75015	7992.85874	68047.32977	49528.79896	59849.69765	6887.552298	119418.123	129523.7902	214316.9906
TG 59:4; [M+NH4]+@11.22	415.1293667	548.3649609	710.429108	1636.088348	1675.607227	1980.498743	1789.167063	2032.70424	4871.140897	2067.631043	2995.158709	3057.613173	3370.296521	6214.791588	3249.870214	2377.705119	2450.981578	1358.605711	2864.262488	2565.825873	3177.85415	1020.916793	2209.45797	8260.672139	2332.408949	2132.748344	4939.761945	3087.550499		555.346289	4967.693863	4560.108975	2187.237203	6089.558699	1358.116123	4314.299299	971.2797423	310.7689037	6082.170592		1437.059983	522.3738132	517.2719879	9653.418696	4154.55546	2373.240559	1699.440127	2602.579627	808.7851682	3068.156279	1900.675849	1230.038218	4832.731818	1047.239234	8188.988814	3035.236958	2761.187618	1380.489501	3680.489855	2698.286115	2927.508328	3134.463728	936.3956896	3672.12216	1733.893959	3064.548547	9745.402836	7759.604537	4396.483387	2439.757976	4420.124324	4594.412625	3062.939524	6678.057036	2415.953812	674.0885562	4932.870054	2180.396757	3506.978893	5079.156236	5024.740223	1684.871039	2565.874054	4870.895834	1127.511313	9310.785518	7039.831655	4164.449588	4839.115477	4918.16438	3306.880582		279.7643596	4317.871175	4813.79373	9268.62238	1647.915317	9847.041003	7375.775288	3898.219463
TG 60:12; [M+NH4]+@9.95	15976.23108	8537.910055	4791.844517	3230.576755	1233.920269	1849.261328	2697.408396	4287.339005	7933.360578	2424.753698	5719.437507	7795.923955	26080.37663	11541.60542	3568.540367	4869.568794	8387.093124	2206.109903	15058.96875	19858.27347	7325.357751	1625.742796	8412.987832	2875.159673	5553.283284	1030.084386	3511.313408	7069.779441	12116.44475	5029.366727	3608.655716	3312.634892	2150.08218	1962.813212	1590.925625	6979.192313	6931.036755	2670.359927	965.3853105	5763.625305	1005.895606	855.7075796	1060.36827	18515.36726	1511.375864	3220.423036	13289.22522	243.9536967	4838.457449	3221.773021	2141.580433	2505.662732	50623.20257	2876.453386	6909.479936	7057.284959	2451.441161	3419.962983	2087.037662	5982.049471	1061.700385	2933.785402	4659.870667	4477.620759	2980.96303	3627.862715	16169.29648	7586.865526	8562.765162	5703.308789	11793.3903	3088.664969	4716.199449	6186.215145	633.7403086	2039.015254	13324.94277	8191.006053	1018.140393	10450.36895	31371.55623	13730.9535	11745.13409	21861.77893	12868.7522	1595.74485	17079.71512	3489.274693	6162.432165	3877.516222	3989.976338	2519.328108	2171.841923	5178.172459	3749.688841	3172.317506	1612.713239	13971.13538	12734.94228	25773.05663
TG 60:13; [M+NH4]+@9.81	10765.39563	3497.023	1681.598204	846.614654	906.1337819	249.513311	1767.660804	1429.783226	2007.652928	700.0598041	869.1201391	1859.475654	10254.03493	4276.827569	1679.633906	1100.768915	1679.046774	1028.744988	4839.38505	10048.08894	1837.17948	1157.005306	2231.76743	2456.583534	1545.94432	54.94588651	3695.44676	2185.946816	3866.870636	1240.188962	856.3149212	1195.941365	869.784072	726.8316772	393.8427411	1058.124573	2709.259736	458.3564321	2008.249346	1131.712911	1122.289681	586.7068742	1528.906305	8429.76354	900.5251306	1305.424321	3249.871274	1618.574909	2236.493544	504.3444868	2372.245628	2540.483304	19726.74104	3020.909142	2974.613933	3267.349806	4048.664622	1105.144905	1673.214293	1773.408898	1329.174978	1654.598953	1605.496899		2275.420903	1369.358552	5414.187554	1751.12947	2677.54394	1899.355963	4069.236279	826.4071487	2832.348983	965.3384406	1591.301928	2030.998968	1618.127215	2817.694292	2261.600728	5750.820125	18320.83742	6892.687635	4209.34992	3743.198109	4299.971982	1304.429748	3546.083689	1989.490988	2297.124478	620.1839272	1292.155783	402.9966325	1250.694606	1314.519202	2085.963461	859.7879271	901.3709929	3002.902478	8316.136738	7104.704645
TG 60:2; [M+NH4]+@11.70	3220.767504	4953.796363	2216.399932	4387.569282	2181.146612	3965.682992	1179.401352	2747.486664	6609.913874	3530.158116	13557.86752	4164.461528	14598.45577	9011.344917	4132.951231	3829.262062	3463.380903	893.1642008	4002.620147	3672.796229	25717.41018	3336.619592	3478.559952	34581.83672	3016.53811	1211.318638	16354.90082	3189.84212	9421.920061	3143.256836	9374.770116	20869.06604	6059.321626	7934.558652	8259.893458	14427.37601	1757.354403	4942.588122	11487.27599	5705.025207	4530.436677	1106.878559	1059.046295	11522.01009	3656.570324	3335.561844	2827.090868	1788.874793	6354.246015	8665.733442	14308.16051	3724.810376	22393.56435	4667.28014	16497.83686	25262.15661	8146.493804	5005.537331	7825.272201	1195.897976	27177.19361	4907.587336	6042.678216	6159.217288	4984.289023	3858.948578	10511.02695	6885.00758	12283.54729	7410.813609	7585.770749	13047.03079	9976.201473	225651.2725	8138.750717	3531.468041	4747.425777	3152.563937	5644.468523	2164.356687	10648.28982	6734.583812	6069.422926	5438.493025	7177.755179	28329.19583	8624.509201	2480.035981	4513.337393	7157.860239	6168.448259	2867.183876	2739.240431	6300.91207	17567.65997	7275.064859	2924.966557	16446.97572	9501.293645	2161.558729
TG 60:3; [M+NH4]+@11.41	3633.890838	6628.497702	2122.30803	5766.729125	3007.309454	6698.882007	3585.415183	4327.176635	10453.99381	4465.372687	13199.17875	9489.293243	17091.01415	9482.597045	7576.024829	5201.772841	3401.492437	1611.964796	5848.741691	4382.764814	22313.43076	4810.285535	4652.50555	38912.55257	4487.043667	1716.995775	16015.24595	4966.330144	9775.347696	1307.947774	11276.52248	26625.37225	9339.394657	14326.72207	4546.636803	19124.23515	3448.475329	5256.998709	12958.77357	4658.301199	5183.552928	1517.778951	1562.42931	12828.54308	9916.117897	3752.63598	2948.218971	3955.797244	3791.8882	7530.222157	13456.5144	5371.205431	24449.35419	5883.490661	23847.70139	37441.92306	5065.248871	8278.25223	7095.524426	2470.952161	19545.27681	3320.930659	9691.907665	6385.219364	5211.540643	7800.792519	12644.11896	9000.18982	11182.39333	6652.435543	10344.55926	12279.72219	12268.13808	101358.7235	9257.641189	3361.174258	10210.79904	4262.943235	6920.468956	2986.541391	21092.09336	9401.891956	8736.621091	4731.990226	8424.73378	34673.27394	13832.83568	3927.513687	4893.124342	4812.065248	7412.36095	7285.649095	4612.005459	6465.556984	9848.62709	13661.20404	2772.392431	15616.3079	9513.521644	4415.889104
TG 60:4; [M+NH4]+@11.21	2270.164749	3892.6717	1093.557524	2982.809705	4137.200263	5381.977276	2249.660659	5763.154665	9247.009706	2801.949011	8879.757076	10090.36223	6563.775412	6261.343767	5267.71696	3981.126529	1401.781414	1706.01351	4470.897035	4837.233776	10755.12628	3369.226713	4521.941146	23534.32317	2858.223491	1153.565109	14439.3394	4505.074047	5435.593287	1330.477625	7738.687161	13915.80303	3811.492582	9424.74701	2735.834076	10864.68166	4088.965441	3828.836463	6472.688375	1643.409966	3658.306941	771.0511819	724.7703265	12436.95914	5314.558386	4985.706052	3135.81005	2364.091367	1898.487873	6280.637475	7032.106637	3046.134219	14608.81634	3795.289169	19199.60412	24857.6125	2741.062871	6803.44509	7745.826702	2197.717299	7960.350754	5374.217124	4990.876663	5083.658085	1136.544256	5137.627647	8381.602548	7154.115261	8664.675496	6781.272653	11234.02671	8407.807254	9718.78202	36457.51704	5449.012619	2470.76244	7635.879256	2813.462531	7759.43779	3138.510473	10685.09077	5055.478171	6889.527052	6154.11761	4402.159284	27796.80762	11328.14728	2702.227493	3682.618237	3250.258528	7043.042733	2708.109448	3174.845987	4038.811732	6106.16192	9752.003446	3931.744331	9469.447517	10788.53409	2649.936836
TG 60:8; [M+NH4]+@10.59	6752.218086	5086.967999	7473.229396	2479.512333	3976.815363	3962.642177	4085.830677	5496.720511	11134.86044	8065.189334	3784.177235	7868.419373	6866.049959	5344.508951	3936.868162	4354.990241	9870.597961	1856.170995	2065.038674	4603.746577	2506.705477	4577.212427	6905.628323	7105.527018	2404.418426	2208.400551	3404.010995	4590.235589	5027.799621	3816.466085	6903.41431	2795.303674	5923.023766	5677.352898	3481.15498	11217.41097	9374.537543	2462.263686	7131.591531	4621.540506	367.7431981	1702.455925	790.2288373	5302.267969	4290.171574	4838.614776	6920.652531	2177.395969	8451.888267	309.8029418	2172.364114	307.9651531	23163.33926	1274.166393	13392.55167	10660.63833	1790.031874	485.9631926	5025.533215	5327.077941	11168.20201	5640.097949	5174.161907	3260.237397	1693.869864	3808.70883	13178.16741	9274.047467	5026.512607	8958.287257	7210.617224	7283.015338	4536.075901	9468.888754	5163.813637	1589.163527	7668.532009	5463.892368	1445.974285	11349.45908	6145.821982	11453.44313	9950.349074	17382.48483	10562.03522	13045.16931	19081.95528	1698.775037	11969.68955	6148.367683	5951.557292	12961.46297	1072.174661	6245.773886	8221.120875	5426.206756	630.0091456	9597.511954	15664.29744	9819.550768
